averageMonthlyHours,satisfaction,evaluation,yearsAtCompany,turnover
289,67,64,3,0
274,54,50,2,0
291,53,95,5,0
265,67,92,4,0
249,50,38,4,0
267,49,76,3,0
274,82,71,3,0
255,86,71,3,0
267,50,50,3,0
266,82,60,2,0
290,95,78,2,0
292,64,87,4,0
263,91,50,2,0
279,79,75,3,0
278,83,56,3,0
278,66,60,2,0
270,92,80,4,0
275,59,47,3,0
280,60,83,2,0
268,68,97,4,0
276,58,73,6,0
276,93,77,2,0
271,66,50,3,0
257,80,99,3,0
281,28,79,5,0
272,84,59,2,0
280,86,58,5,0
268,46,45,2,0
276,94,92,2,0
278,80,76,2,0
270,13,63,6,0
288,95,73,3,0
272,93,88,4,0
291,86,81,3,0
268,67,93,2,0
269,73,60,3,0
271,62,92,2,0
297,53,81,2,0
281,68,68,3,0
290,69,55,2,0
263,66,92,3,0
259,98,56,3,0
281,57,39,6,0
281,64,78,4,0
279,71,58,4,0
273,94,70,4,0
266,80,85,2,0
275,59,94,2,0
268,95,70,3,0
259,100,39,5,0
272,53,59,4,0
258,35,59,3,0
273,73,66,3,0
259,89,63,3,0
258,21,93,3,0
270,21,85,3,0
262,60,83,2,0
283,94,69,3,0
274,92,68,3,0
274,92,78,3,0
251,71,98,3,0
276,69,83,3,0
255,26,51,2,0
268,21,78,6,0
272,36,42,2,0
275,81,92,4,0
261,54,88,2,0
294,63,87,2,0
289,86,75,4,0
278,80,79,2,0
268,55,58,3,0
281,18,60,2,0
283,88,98,3,0
251,65,86,2,0
291,99,100,2,0
280,88,93,2,0
292,67,59,5,0
282,53,59,2,0
279,83,61,3,0
280,36,71,3,0
269,62,64,3,0
288,72,67,2,0
272,79,54,3,0
272,100,87,3,0
290,65,52,3,0
286,84,91,4,0
274,81,59,3,0
262,59,51,2,0
270,78,53,3,0
275,22,52,4,0
263,96,98,3,0
270,85,80,2,0
277,12,73,3,0
285,60,68,2,0
278,93,84,3,0
289,73,86,2,0
267,70,66,2,0
271,18,59,3,0
279,81,60,3,0
252,28,90,6,0
284,74,79,3,0
258,50,74,5,0
256,83,85,2,0
268,55,66,2,0
269,77,94,2,0
267,92,58,2,0
273,59,89,2,0
268,45,72,3,0
256,76,97,3,0
274,89,69,3,0
268,73,50,2,0
264,65,70,3,0
274,14,96,5,0
279,30,47,4,0
279,53,82,3,0
294,66,89,3,0
260,84,59,2,0
270,74,97,4,0
285,56,40,3,0
271,42,47,3,0
285,29,80,6,0
271,54,72,4,0
279,80,52,2,0
269,89,93,4,0
277,92,58,3,0
278,87,68,3,0
270,76,82,3,0
293,64,61,3,0
292,83,57,5,0
282,55,60,4,0
271,83,70,3,0
275,58,62,3,0
276,67,97,3,0
270,65,57,3,0
279,89,95,3,0
274,84,50,3,0
268,50,70,2,0
271,70,51,3,0
278,79,83,3,0
268,19,72,6,0
283,89,50,2,0
286,36,60,6,0
277,62,66,3,0
269,84,93,4,0
277,65,87,2,0
275,65,70,3,0
290,87,92,2,0
278,66,73,2,0
267,83,90,4,0
267,89,63,3,0
264,91,97,3,0
274,91,56,2,0
280,83,50,2,0
277,87,82,2,0
283,62,79,3,0
269,54,100,2,0
263,84,53,3,0
290,33,82,5,0
277,79,58,6,0
270,31,41,3,0
277,68,81,2,0
262,52,70,5,0
287,54,64,4,0
274,73,78,4,0
280,49,74,3,0
263,37,67,2,0
282,53,84,3,0
280,58,75,3,0
269,20,51,2,0
263,91,60,5,0
266,53,78,2,0
270,99,72,3,0
275,97,87,4,0
280,18,93,4,0
265,83,93,5,0
274,49,47,3,0
267,74,93,4,0
273,70,60,3,0
285,97,91,2,0
280,92,91,4,0
264,94,70,3,0
291,100,98,2,0
272,50,51,4,0
297,77,89,3,0
280,68,71,4,0
269,57,43,3,0
269,57,61,4,0
264,48,97,6,0
251,70,95,6,0
280,68,43,2,0
282,62,68,3,0
280,61,51,3,0
274,83,77,2,0
271,99,80,5,0
254,58,72,2,0
276,93,83,2,0
274,66,50,3,0
263,52,98,3,0
289,50,60,3,0
269,16,70,4,0
265,62,74,2,0
260,49,49,3,0
265,56,91,2,0
282,96,59,6,0
282,50,75,3,0
298,99,99,2,0
285,54,51,3,0
271,52,90,2,0
271,81,99,4,0
272,50,73,2,0
280,51,88,4,0
264,41,47,2,0
289,62,72,2,0
294,56,68,3,0
271,96,75,3,0
278,58,64,2,0
263,66,75,2,0
275,56,75,2,0
254,56,93,3,0
278,67,91,3,0
268,72,71,3,0
269,59,79,3,0
270,95,55,2,0
287,100,93,4,0
280,56,64,3,0
270,52,49,3,0
265,88,90,2,0
287,58,84,2,0
280,86,92,2,0
286,19,64,4,0
280,60,60,3,0
278,82,87,4,0
279,64,75,3,0
281,83,67,3,0
285,57,75,2,0
272,98,92,3,0
271,54,69,2,0
273,72,66,2,0
279,89,87,2,0
289,41,57,3,0
273,93,62,2,0
292,90,90,3,0
268,38,59,2,0
272,52,88,3,0
278,99,72,2,0
286,69,74,2,0
275,76,76,3,0
294,42,46,2,0
291,78,90,4,0
284,37,46,6,0
261,89,39,3,0
275,93,49,3,0
277,98,56,3,0
269,65,56,3,0
287,30,61,5,0
268,97,100,2,0
257,84,49,2,0
269,76,76,3,0
261,50,74,3,0
273,48,61,3,0
278,56,63,4,0
276,99,77,3,0
269,65,94,3,0
258,92,81,2,0
278,88,76,3,0
276,99,86,3,0
279,96,93,2,0
283,55,85,2,0
260,71,94,3,0
265,72,68,4,0
300,23,50,3,0
287,78,61,3,0
281,82,61,2,0
275,49,74,4,0
264,96,82,2,0
279,50,78,3,0
271,98,57,3,0
276,85,57,3,0
287,72,75,3,0
274,78,83,2,0
281,62,43,2,0
280,64,38,6,0
289,24,50,3,0
273,84,78,2,0
289,61,61,2,0
278,79,71,3,0
281,86,77,3,0
263,70,54,3,0
303,53,76,4,0
275,58,88,4,0
270,45,55,2,0
282,86,87,3,0
258,95,81,2,0
268,51,84,2,0
282,35,41,3,0
272,99,57,3,0
275,73,49,2,0
281,44,48,3,0
284,43,74,5,0
274,81,77,2,0
276,77,83,3,0
264,52,86,3,0
293,21,92,2,0
266,88,93,3,0
258,48,80,2,0
272,21,63,3,0
263,81,53,3,0
284,38,77,5,0
276,67,77,2,0
271,87,94,2,0
296,85,41,6,0
265,52,90,3,0
285,90,95,4,0
283,85,56,3,0
276,77,52,3,0
272,61,97,2,0
269,74,54,3,0
281,56,85,3,0
278,28,97,3,0
286,86,68,3,0
277,63,78,2,0
271,85,96,2,0
263,84,84,5,0
290,98,60,3,0
277,51,78,4,0
295,71,85,2,0
273,88,69,4,0
280,16,81,6,0
282,98,86,2,0
280,81,76,3,0
282,17,79,5,0
281,22,65,4,0
291,67,69,3,0
284,72,83,2,0
264,67,91,3,0
267,47,55,2,0
275,51,75,2,0
262,88,71,3,0
268,48,94,4,0
267,66,99,3,0
286,58,50,3,0
292,23,96,4,0
277,86,77,2,0
288,81,99,5,0
278,75,54,4,0
262,49,89,4,0
274,31,50,5,0
275,83,75,5,0
262,70,55,3,0
275,49,99,3,0
275,57,92,2,0
268,37,45,5,0
282,69,75,2,0
268,62,98,2,0
261,50,68,4,0
272,81,73,2,0
274,20,41,3,0
271,22,58,5,0
281,63,79,2,0
282,68,53,4,0
269,52,49,2,0
280,22,52,6,0
278,51,82,4,0
271,66,92,3,0
283,26,37,3,0
269,42,40,2,0
275,86,77,3,0
264,52,68,4,0
267,95,64,4,0
260,63,94,2,0
280,100,54,2,0
251,54,58,2,0
289,90,70,4,0
273,49,99,5,0
280,81,60,2,0
280,50,66,4,0
256,70,88,3,0
273,50,85,2,0
273,98,66,3,0
275,86,51,3,0
283,93,77,5,0
270,62,75,3,0
304,64,57,3,0
262,66,94,3,0
281,65,86,2,0
265,89,84,2,0
289,77,58,2,0
275,40,36,4,0
280,36,44,4,0
274,30,48,2,0
295,90,64,3,0
282,23,49,5,0
279,24,79,5,0
286,98,92,2,0
283,49,48,2,0
269,23,48,4,0
276,79,71,3,0
289,21,76,6,0
271,38,92,2,0
283,17,59,4,0
273,56,69,2,0
293,97,70,2,0
263,22,78,6,0
275,84,88,3,0
274,64,63,5,0
265,78,69,3,0
273,23,40,4,0
286,99,82,4,0
267,15,76,6,0
256,24,96,6,0
277,84,71,3,0
284,82,58,6,0
269,17,86,6,0
273,72,71,2,0
280,86,91,3,0
265,75,55,3,0
263,93,82,3,0
281,75,52,3,0
279,45,55,3,0
282,44,87,4,0
281,55,90,3,0
280,78,56,2,0
279,50,52,3,0
276,96,66,3,0
261,72,53,4,0
284,77,55,3,0
276,89,94,3,0
259,58,79,6,0
270,75,96,3,0
283,77,80,3,0
280,76,87,3,0
275,87,76,2,0
292,95,74,3,0
285,73,54,3,0
269,20,56,6,0
270,55,43,6,0
287,21,53,5,0
276,91,74,5,0
283,61,87,3,0
275,89,59,3,0
276,65,76,2,0
269,70,48,2,0
249,79,95,4,0
281,99,67,2,0
279,52,77,4,0
267,71,97,3,0
276,21,58,4,0
280,40,62,5,0
288,74,75,3,0
299,79,60,3,0
279,88,58,3,0
280,89,93,2,0
273,61,72,2,0
280,48,54,5,0
265,81,98,2,0
283,71,74,3,0
252,92,53,3,0
290,99,71,4,0
282,74,55,2,0
280,100,94,4,0
262,81,55,4,0
258,59,70,2,0
284,90,58,2,0
268,98,90,2,0
269,56,55,4,0
293,86,89,4,0
268,82,59,3,0
269,94,53,3,0
271,68,96,3,0
267,81,69,2,0
283,59,59,3,0
283,54,82,2,0
266,77,87,2,0
279,62,61,4,0
286,58,57,6,0
279,63,84,2,0
278,78,100,2,0
261,82,78,3,0
272,73,86,4,0
275,53,74,2,0
285,88,62,2,0
268,65,60,4,0
284,57,61,5,0
260,93,76,3,0
262,83,64,2,0
257,73,45,4,0
267,78,67,3,0
290,90,62,5,0
268,59,66,3,0
259,67,89,3,0
275,59,51,2,0
276,53,54,3,0
271,56,73,2,0
273,72,89,3,0
264,81,49,5,0
259,54,68,3,0
306,91,87,3,0
280,51,96,3,0
270,59,39,5,0
301,64,86,3,0
265,95,68,3,0
281,75,69,2,0
273,44,38,2,0
290,55,60,3,0
277,60,81,2,0
287,84,58,2,0
280,49,65,3,0
273,75,71,3,0
280,35,81,5,0
294,68,78,3,0
272,52,53,3,0
275,78,57,3,0
267,44,92,4,0
271,18,86,4,0
274,37,52,4,0
285,71,76,3,0
275,55,83,3,0
272,98,78,2,0
283,88,53,3,0
280,79,90,5,0
274,96,66,3,0
266,30,55,2,0
282,59,90,2,0
277,72,55,3,0
269,59,87,2,0
275,93,68,3,0
272,49,86,5,0
268,73,95,3,0
272,53,60,3,0
272,77,83,3,0
272,45,62,5,0
289,95,78,3,0
273,86,69,4,0
272,59,58,4,0
321,95,63,3,0
285,70,92,2,0
256,56,64,3,0
279,50,92,2,0
269,76,92,3,0
281,85,77,3,0
278,98,100,3,0
293,65,40,2,0
286,44,97,5,0
294,55,97,2,0
286,16,80,5,0
293,16,90,2,0
277,75,100,4,0
272,59,57,2,0
276,48,87,2,0
286,18,68,5,0
281,80,72,2,0
280,80,88,2,0
265,15,52,4,0
284,62,86,2,0
276,21,99,4,0
282,90,82,2,0
284,51,100,2,0
256,99,90,3,0
289,71,49,2,0
277,89,93,2,0
283,74,67,3,0
267,84,85,2,0
263,40,64,3,0
265,100,71,2,0
280,48,51,3,0
287,99,60,2,0
276,73,81,3,0
279,84,91,4,0
293,55,70,4,0
276,44,99,2,0
281,95,67,3,0
292,76,65,3,0
257,94,70,5,0
279,85,50,3,0
260,57,62,2,0
294,67,49,2,0
289,70,67,3,0
263,67,55,3,0
271,72,84,3,0
276,71,53,3,0
269,51,80,3,0
288,98,65,2,0
284,52,83,4,0
275,21,90,4,0
264,43,93,3,0
275,91,62,3,0
268,74,85,5,0
289,34,81,5,0
275,28,46,2,0
260,70,79,3,0
251,53,59,3,0
271,97,51,4,0
267,96,59,2,0
277,74,53,3,0
264,79,86,4,0
287,61,47,5,0
281,36,40,4,0
280,15,91,4,0
254,61,50,2,0
299,59,94,3,0
282,58,77,2,0
279,49,92,2,0
278,92,96,3,0
277,72,92,3,0
282,77,85,5,0
295,60,57,3,0
276,21,40,3,0
274,83,75,3,0
278,71,95,3,0
277,94,46,2,0
289,59,99,2,0
291,59,59,2,0
271,99,68,3,0
265,64,70,4,0
271,54,50,3,0
288,78,63,2,0
282,70,79,4,0
271,90,62,6,0
276,14,74,5,0
261,33,69,3,0
284,73,53,2,0
279,80,87,3,0
286,17,91,5,0
264,34,91,4,0
276,61,90,3,0
277,18,95,6,0
261,72,94,3,0
290,32,79,3,0
275,85,81,3,0
271,85,74,4,0
272,80,81,3,0
274,36,82,5,0
281,80,99,5,0
277,55,90,3,0
268,69,56,4,0
267,71,61,2,0
280,74,56,3,0
277,76,89,3,0
263,81,62,3,0
277,59,100,2,0
284,97,69,2,0
267,98,74,2,0
295,96,87,2,0
263,82,63,2,0
283,97,93,4,0
268,74,51,2,0
273,14,52,6,0
264,30,67,3,0
289,74,89,2,0
280,85,48,3,0
290,69,65,2,0
278,60,95,4,0
282,53,85,6,0
258,94,88,3,0
278,57,63,4,0
279,20,73,5,0
285,82,92,3,0
278,62,92,2,0
271,88,59,3,0
269,82,62,3,0
298,62,91,6,0
283,74,48,2,0
268,91,66,3,0
280,70,96,3,0
297,84,90,2,0
265,35,57,3,0
292,28,83,5,0
284,37,37,3,0
275,75,50,2,0
264,34,60,2,0
279,55,50,3,0
272,97,92,3,0
281,91,57,3,0
267,48,63,2,0
273,53,71,3,0
267,84,67,2,0
288,31,69,3,0
270,81,62,4,0
279,78,95,2,0
265,64,68,3,0
278,41,77,6,0
282,74,81,3,0
253,89,86,3,0
255,26,43,4,0
280,72,39,5,0
281,84,74,3,0
273,52,80,4,0
280,65,95,3,0
284,66,56,2,0
295,86,63,2,0
293,91,90,3,0
272,84,60,3,0
269,87,57,4,0
280,57,54,3,0
277,68,50,3,0
275,100,59,3,0
266,86,74,2,0
284,70,99,3,0
274,28,70,4,0
287,84,90,3,0
279,68,92,2,0
274,45,60,3,0
286,37,74,3,0
293,98,84,2,0
267,67,57,3,0
269,74,83,3,0
262,48,46,3,0
264,22,63,6,0
271,14,79,6,0
292,93,92,2,0
269,83,54,4,0
261,94,79,3,0
267,70,98,2,0
272,74,86,2,0
278,83,85,3,0
292,97,61,3,0
292,61,71,4,0
295,77,71,2,0
278,66,73,6,0
278,92,99,3,0
269,62,55,2,0
274,15,67,2,0
282,82,68,4,0
278,70,48,2,0
277,18,39,6,0
283,99,59,2,0
284,22,90,2,0
258,61,83,2,0
281,78,91,2,0
280,84,61,2,0
276,87,74,4,0
295,73,90,3,0
281,70,86,2,0
247,98,71,3,0
283,85,49,3,0
255,56,83,2,0
267,48,62,2,0
269,65,70,3,0
268,84,59,3,0
276,17,73,3,0
280,84,61,2,0
257,96,59,3,0
259,62,96,2,0
269,57,70,3,0
267,98,87,3,0
287,72,99,3,0
271,43,46,5,0
280,68,57,4,0
277,69,86,3,0
276,91,66,3,0
285,42,37,3,0
289,80,99,5,0
283,79,57,2,0
275,100,94,3,0
273,63,75,3,0
283,61,51,6,0
285,78,98,3,0
288,72,96,3,0
264,64,51,2,0
298,79,86,5,0
263,64,55,2,0
277,82,88,3,0
272,51,86,2,0
265,18,51,2,0
275,67,58,3,0
283,65,85,2,0
292,70,80,2,0
283,59,59,2,0
261,56,76,3,0
280,17,94,4,0
284,80,89,3,0
298,91,62,4,0
278,51,54,3,0
275,76,59,6,0
283,82,59,2,0
267,44,66,3,0
269,50,48,3,0
276,54,49,3,0
295,56,63,2,0
267,77,66,4,0
272,39,38,2,0
282,52,62,2,0
282,63,91,2,0
279,49,46,2,0
286,20,47,4,0
296,21,94,5,0
289,85,98,2,0
282,54,82,3,0
254,23,88,4,0
275,65,96,2,0
270,19,85,3,0
254,76,58,3,0
266,83,80,3,0
276,97,47,4,0
290,67,100,4,0
267,53,62,3,0
255,34,71,3,0
291,58,48,3,0
277,96,68,3,0
282,72,76,3,0
290,58,62,2,0
273,39,67,6,0
284,24,57,3,0
280,64,73,3,0
278,98,55,3,0
274,64,99,2,0
281,56,41,2,0
275,53,74,2,0
291,62,57,3,0
269,85,69,4,0
287,76,85,3,0
281,69,50,4,0
269,35,67,3,0
268,54,47,4,0
287,63,49,3,0
289,58,58,2,0
282,70,93,4,0
271,48,51,4,0
268,59,92,2,0
279,96,80,2,0
284,99,77,4,0
269,73,59,5,0
278,70,73,2,0
269,85,88,4,0
273,66,61,3,0
290,94,97,2,0
258,54,64,2,0
296,78,47,2,0
273,64,85,4,0
272,68,56,3,0
277,92,84,3,0
286,72,73,2,0
270,78,74,4,0
265,35,54,3,0
267,97,77,2,0
292,57,65,2,0
286,90,66,3,0
276,31,61,2,0
275,17,50,6,0
274,80,40,4,0
283,19,76,5,0
265,57,65,3,0
284,22,96,3,0
281,15,90,4,0
286,62,67,3,0
281,61,41,2,0
255,87,81,3,0
265,54,75,2,0
279,71,54,2,0
283,66,67,4,0
284,70,68,5,0
265,53,50,2,0
289,92,54,3,0
282,93,73,2,0
290,62,70,4,0
241,65,53,3,0
282,87,98,2,0
271,97,89,2,0
253,76,77,3,0
278,96,55,4,0
266,100,80,3,0
279,99,85,4,0
263,67,84,2,0
282,61,52,2,0
265,62,92,2,0
269,62,79,3,0
274,97,76,3,0
276,86,56,3,0
269,15,44,2,0
293,14,95,5,0
286,70,98,3,0
263,95,70,3,0
249,63,86,2,0
278,45,75,2,0
285,90,60,3,0
269,15,87,4,0
270,75,86,3,0
254,14,52,2,0
284,50,94,4,0
260,45,45,2,0
281,86,92,2,0
270,52,62,3,0
264,79,48,3,0
286,47,56,3,0
280,76,64,2,0
272,52,72,2,0
269,84,54,4,0
289,50,70,2,0
273,52,63,2,0
286,76,37,4,0
270,59,58,3,0
301,65,79,2,0
284,68,83,2,0
276,52,72,4,0
300,92,50,3,0
277,53,84,2,0
272,50,95,2,0
275,98,77,3,0
280,85,60,2,0
263,49,83,3,0
283,52,73,4,0
298,96,77,3,0
272,86,85,3,0
267,35,59,2,0
263,99,97,2,0
266,52,92,2,0
276,75,91,3,0
265,67,66,3,0
290,49,37,4,0
262,51,62,3,0
281,65,60,2,0
278,73,80,2,0
280,46,75,6,0
280,94,82,2,0
292,53,69,4,0
296,60,79,2,0
286,63,97,3,0
282,75,77,2,0
276,69,53,3,0
285,81,50,4,0
296,74,84,3,0
259,72,55,3,0
289,27,39,4,0
285,86,74,3,0
270,50,59,3,0
274,82,50,4,0
275,73,51,5,0
277,70,72,3,0
277,90,72,3,0
275,72,95,4,0
277,63,85,4,0
272,84,99,3,0
275,98,92,3,0
278,41,48,4,0
271,72,58,2,0
290,87,89,2,0
274,63,71,2,0
283,60,96,6,0
280,58,79,3,0
265,64,52,3,0
294,74,62,3,0
261,93,70,4,0
283,74,75,3,0
278,98,60,3,0
288,87,82,3,0
279,76,99,3,0
279,15,91,3,0
267,18,57,6,0
280,100,67,4,0
290,98,63,3,0
254,73,97,2,0
284,67,72,3,0
270,90,74,3,0
260,54,53,2,0
280,15,39,4,0
288,58,54,2,0
289,81,51,2,0
280,17,51,3,0
275,68,73,3,0
265,68,49,4,0
281,70,93,3,0
296,49,68,4,0
274,55,96,3,0
307,48,84,2,0
284,63,98,3,0
265,83,69,2,0
264,48,87,2,0
281,98,96,3,0
289,57,72,3,0
281,72,66,3,0
284,90,80,3,0
278,64,59,2,0
276,55,98,2,0
263,56,59,2,0
279,80,55,2,0
287,65,76,5,0
276,75,78,3,0
288,69,79,3,0
273,91,76,3,0
281,78,63,2,0
282,71,68,4,0
278,79,96,3,0
286,86,72,3,0
270,87,82,3,0
271,76,99,2,0
277,76,80,5,0
271,74,66,3,0
269,56,81,4,0
268,54,91,2,0
255,84,79,4,0
305,55,69,2,0
267,69,51,2,0
274,79,88,3,0
266,21,38,5,0
272,57,58,3,0
271,89,95,4,0
280,72,98,4,0
276,56,58,3,0
265,84,68,2,0
273,94,76,4,0
265,29,88,4,0
293,54,93,5,0
283,93,73,2,0
278,80,68,2,0
280,100,73,4,0
279,89,56,3,0
273,60,78,4,0
272,49,94,3,0
284,65,75,2,0
272,60,71,2,0
286,51,100,3,0
287,74,89,3,0
286,57,42,5,0
280,82,84,2,0
272,19,63,6,0
279,50,64,2,0
275,91,68,3,0
280,19,86,6,0
267,94,84,3,0
292,88,67,2,0
267,90,87,5,0
266,49,96,2,0
271,99,55,4,0
280,72,81,2,0
285,66,69,6,0
275,96,51,3,0
274,49,69,3,0
289,73,49,2,0
271,48,98,4,0
270,57,78,2,0
270,63,82,3,0
292,46,87,5,0
272,64,50,2,0
265,56,73,3,0
271,97,75,4,0
254,69,68,3,0
284,23,97,3,0
286,77,48,4,0
264,76,57,3,0
273,98,66,2,0
283,92,77,3,0
290,63,67,3,0
280,91,69,3,0
283,40,67,3,0
289,82,62,3,0
284,81,88,3,0
279,61,69,3,0
272,30,57,2,0
284,59,72,3,0
291,20,56,5,0
278,75,56,2,0
280,59,79,3,0
281,63,53,2,0
276,77,68,4,0
277,82,60,2,0
287,60,85,4,0
277,83,72,2,0
285,67,60,2,0
286,84,56,6,0
273,68,79,4,0
279,74,92,3,0
272,63,64,2,0
279,88,90,3,0
283,100,81,4,0
263,70,87,2,0
268,50,71,4,0
277,94,66,3,0
297,67,54,4,0
279,80,88,4,0
275,70,88,2,0
267,24,73,5,0
275,98,100,3,0
275,76,65,3,0
277,78,50,4,0
280,42,91,2,0
279,83,64,3,0
287,98,81,6,0
266,64,81,2,0
256,67,75,2,0
274,26,39,4,0
271,97,64,3,0
263,48,60,3,0
283,84,55,2,0
272,71,74,4,0
290,100,84,3,0
268,60,76,2,0
275,95,37,5,0
262,56,56,2,0
293,75,49,3,0
275,98,53,4,0
287,70,72,3,0
270,65,92,3,0
275,80,81,2,0
284,49,78,4,0
270,32,73,6,0
269,88,54,2,0
269,80,97,2,0
281,73,74,4,0
287,72,58,2,0
282,58,78,3,0
267,66,96,3,0
278,63,79,3,0
274,69,56,2,0
296,49,59,3,0
268,60,45,2,0
269,50,63,4,0
283,34,81,3,0
273,79,60,3,0
284,98,68,3,0
282,96,97,2,0
287,88,89,2,0
284,60,61,2,0
297,62,73,3,0
279,40,72,4,0
292,16,82,2,0
285,81,98,6,0
273,69,69,2,0
272,66,51,3,0
272,66,62,2,0
279,61,53,3,0
283,99,77,2,0
273,73,54,6,0
267,63,72,5,0
290,60,91,4,0
273,44,44,2,0
286,64,95,6,0
252,91,81,2,0
257,55,59,3,0
273,70,73,2,0
256,37,59,3,0
278,16,56,3,0
269,69,97,4,0
279,96,47,5,0
272,62,91,3,0
284,94,45,3,0
277,67,83,3,0
309,89,57,3,0
280,60,63,3,0
263,89,62,3,0
296,60,89,2,0
261,93,95,3,0
274,38,78,5,0
278,62,57,3,0
261,86,86,3,0
271,61,62,2,0
283,77,64,3,0
265,85,73,3,0
280,94,62,3,0
261,59,59,2,0
276,90,92,3,0
282,86,65,2,0
263,72,70,2,0
267,84,52,2,0
269,64,50,3,0
293,81,75,3,0
288,66,70,2,0
276,75,55,6,0
276,54,67,2,0
261,98,76,2,0
262,80,85,2,0
266,68,70,3,0
275,54,57,2,0
289,88,84,2,0
271,71,62,3,0
281,77,58,2,0
297,60,60,3,0
287,53,75,5,0
273,85,50,2,0
280,59,75,2,0
268,23,77,5,0
279,70,60,3,0
281,92,49,3,0
268,95,37,3,0
276,39,43,3,0
278,85,80,2,0
270,98,70,2,0
274,15,48,6,0
282,68,54,4,0
271,24,91,5,0
274,77,59,3,0
271,36,69,3,0
270,50,89,4,0
281,20,98,4,0
271,86,56,2,0
283,84,63,2,0
278,90,98,4,0
284,40,51,6,0
262,63,62,3,0
287,73,95,4,0
283,25,67,6,0
281,70,57,2,0
280,60,97,3,0
268,99,66,3,0
293,29,86,4,0
278,53,63,2,0
266,83,76,2,0
266,18,92,4,0
275,14,74,5,0
276,50,66,2,0
265,36,89,6,0
262,34,56,2,0
265,51,75,2,0
266,50,52,3,0
277,69,93,4,0
284,52,51,4,0
259,32,50,3,0
285,88,99,5,0
272,60,87,3,0
283,72,80,3,0
270,65,90,3,0
285,82,78,2,0
279,67,92,3,0
262,44,87,4,0
279,52,85,2,0
266,54,51,3,0
265,67,76,3,0
275,16,64,5,0
266,81,73,3,0
280,77,85,3,0
269,84,99,2,0
281,56,56,4,0
272,67,97,3,0
295,65,70,2,0
279,39,57,3,0
271,77,75,3,0
269,41,96,3,0
253,59,67,2,0
278,14,72,5,0
263,60,82,2,0
277,14,98,5,0
291,88,80,2,0
265,60,91,2,0
281,100,49,3,0
274,56,98,3,0
279,72,54,6,0
256,59,83,3,0
285,74,75,4,0
269,52,69,2,0
275,77,74,6,0
263,48,81,2,0
283,99,56,2,0
261,23,78,6,0
275,63,100,4,0
293,51,83,3,0
265,54,55,5,0
286,53,73,3,0
275,72,84,3,0
265,57,61,2,0
265,81,77,3,0
271,64,57,3,0
248,77,57,3,0
276,83,55,2,0
272,60,71,2,0
268,86,87,4,0
276,50,55,3,0
277,60,75,3,0
258,85,73,4,0
282,40,87,4,0
273,38,79,3,0
275,96,59,5,0
280,59,57,2,0
290,56,50,3,0
279,84,96,3,0
279,94,99,2,0
281,72,63,2,0
285,82,70,2,0
282,100,95,3,0
280,62,77,2,0
267,76,89,2,0
270,23,74,4,0
269,70,99,4,0
290,71,88,3,0
276,32,37,3,0
285,69,67,4,0
263,66,59,3,0
271,70,67,6,0
279,91,76,3,0
271,20,70,5,0
275,72,83,2,0
276,74,93,3,0
280,53,79,3,0
272,99,92,2,0
272,75,85,4,0
269,86,78,2,0
271,93,86,3,0
274,81,95,3,0
282,49,67,2,0
287,97,72,4,0
262,62,89,3,0
258,75,79,4,0
275,87,58,3,0
264,93,65,3,0
295,74,68,2,0
282,68,57,3,0
286,49,63,4,0
298,75,84,3,0
268,95,58,5,0
280,95,75,3,0
276,67,65,3,0
260,71,60,3,0
266,81,73,2,0
263,79,36,3,0
290,57,52,2,0
290,85,65,2,0
275,15,78,3,0
277,48,87,2,0
271,92,91,3,0
274,73,67,3,0
277,68,71,3,0
276,88,55,3,0
291,80,55,5,0
265,66,90,2,0
280,19,80,6,0
294,30,53,4,0
269,80,80,2,0
277,66,84,4,0
257,22,67,5,0
273,57,59,3,0
279,83,73,2,0
253,57,50,2,0
257,78,54,3,0
269,88,89,3,0
270,48,69,3,0
273,91,82,3,0
258,30,97,4,0
276,63,98,3,0
285,62,36,4,0
274,74,72,3,0
262,50,53,4,0
271,36,74,3,0
278,57,65,3,0
281,73,55,3,0
269,77,67,2,0
266,86,50,2,0
266,24,55,4,0
282,83,62,3,0
277,72,63,3,0
261,52,82,2,0
283,99,54,4,0
281,15,68,2,0
304,79,94,2,0
280,19,91,4,0
266,59,62,2,0
271,15,74,3,0
277,75,72,3,0
280,47,71,4,0
272,64,64,3,0
285,66,76,2,0
287,80,91,3,0
271,82,52,2,0
284,80,98,3,0
264,98,98,2,0
289,95,96,3,0
283,88,61,3,0
272,90,97,4,0
283,66,83,3,0
278,99,62,3,0
286,86,95,2,0
275,96,95,2,0
283,100,63,3,0
280,46,38,3,0
287,19,85,3,0
291,73,60,6,0
268,63,50,3,0
263,68,89,3,0
275,78,96,3,0
289,79,56,3,0
262,86,99,2,0
276,98,53,2,0
289,89,79,3,0
281,86,87,4,0
300,65,83,3,0
253,52,98,2,0
272,54,65,3,0
265,68,73,3,0
273,88,65,2,0
276,75,85,3,0
269,17,93,4,0
288,92,83,3,0
267,79,66,3,0
272,52,66,3,0
280,95,73,3,0
296,72,49,2,0
287,40,41,3,0
271,61,59,2,0
304,49,97,5,0
261,32,55,4,0
259,82,77,6,0
283,90,79,2,0
292,95,74,2,0
271,55,60,3,0
278,91,78,3,0
276,45,41,6,0
275,65,60,4,0
281,88,89,2,0
263,78,76,3,0
